Product,product_codes,product_desc,date_time,units_sold,price,discount,promotion,brand_loyalty,advertising,availability,pop_density,market_trends,weather,local_competitors,socio_status,geography,customer_demo,mobile_usage
Pixel 3A XL,9254999,Best-Value Option,2011-02-26,1286.0,-57.92470562801202,410.43277385477245,6.800630706716968,2.7990135153669615,6.880375011543892,3,0.2438856485738571,2.1240040040326833,1,31.752270268313296,5.778047786583038,2.72193587230631,4.868160957667667,16
Xiaomi Pocophone F1,9337623,Powerful Device,2019-07-18,735.0,45.857360785167316,265.855943488435,12.542845891404847,3.080981723976952,41.92468741039668,1,0.522390070599688,1.8813690042907063,4,31.219010006258163,5.1597534200261475,2.472955018724242,2.945369001736608,10
LG G8 ThinQ,9575769,Best-Value Option,2018-08-07,1113.0,19.739209017742496,253.92994539521854,7.351922214841048,3.3510492305635373,42.87319048683281,7,0.17521763258703343,2.262564319443643,0,18.34527662963857,4.797415738263551,2.5479001863232504,3.8171135199537005,15
iPhone XR,9225232,On-the-Go Flagship Phone,2015-03-10,981.0,-188.40369117349223,325.5109742191306,6.970911417262844,2.641191246905255,17.44948546568179,2,0.026075612735190767,6.3027094018536,2,25.68451724397964,4.620524196550286,3.065905371587651,0.7288969565001407,15
iPhone XR,9403029,All-in-One Package,2010-01-07,988.0,-71.04593262859407,281.78159181375656,11.961207494195225,2.5825427682645774,10.237963707917519,2,0.08571888247724467,9.69709362977783,3,35.54879732619705,6.317889572713725,3.4367812356134095,0.5513927042603912,11
Moto G7 Power,9313,Powerful Device,2022-08-09,1095.0,18.538802989183637,269.037159227173,11.365251082146163,2.0787532015802843,17.178564095511902,2,0.2850628581362398,2.0880440284391986,2,34.271089762778516,-1.6657558975850524,2.0326292866278575,1.5797001365830374,9
Moto G7 Power,9254999,High-End Photography,2021-08-12,1071.0,-32.03397906073576,304.76031439881524,9.495456562456852,2.5190404005360123,5.805713321809448,6,0.2838058498916358,1.2346268740800714,5,11.650759531740375,3.406146198913958,0.9923092381274655,1.516946901135756,4
Moto G7 Power,9225232,Designed for Gamers,2013-03-28,1058.0,-104.56147385636172,338.92236625585474,9.720496789805907,2.3880618665702404,4.91890989054168,4,0.13816999985315864,1.8704146984412706,0,21.428338725856097,2.6152443647766095,2.4506344470384525,2.0145362676088396,12
Galaxy S10+,9225232,Best-Value Option,2012-10-07,941.0,46.572555352727704,255.70699104942648,7.917006280594221,3.1931754355600557,51.117881409946705,4,0.09792763914300052,2.344230354979219,4,24.327686919875934,3.728446657401628,3.0963193536533025,-3.652722300502699,7
iPhone XR,9313,Highly Portable Phone,2016-06-19,996.0,-92.51064446838626,296.91358715182184,10.748581061255743,2.8520995724212463,11.831052069206095,3,0.04986382649961263,1.0905602885749066,1,24.5689018015828,3.1194348256055897,1.4172090694148793,-1.3233615545650246,15
Moto G7 Power,9575769,On-the-Go Flagship Phone,2016-06-16,717.0,131.00271389611294,218.55982435873764,10.51916102071697,3.153698608535681,8.707817180780813,5,0.5333031410358142,5.7715922584626895,2,34.48171017297516,2.961050648608007,2.1088814297825165,0.507410246951799,16
Nokia 8.1,9475345,All-in-One Package,2022-03-18,923.0,-54.01340528746556,260.6931896126001,6.862753531506941,2.1286646301165706,41.69609152468223,4,0.4807909698891586,0.5067659254882757,0,46.381236436887654,2.135292659957371,1.842567913458884,-0.4147697433237891,10
LG G8 ThinQ,9575769,Designed for Gamers,2013-01-03,951.0,-2.2767301880660398,308.1440110424626,12.290054849156204,3.8128199892648467,26.008615979561718,10,0.3161368908671759,1.7687618094970945,1,30.54926056340241,3.199546376638287,0.10209610181747103,2.9817448338990524,3
Lenovo K8 Note,9337623,High-End Photography,2021-06-22,1170.0,-5.432142603570583,350.646781603507,6.462849035326045,1.9192809479324384,22.982134442820655,1,0.06462510677304538,0.551013715518929,1,18.80334090753247,2.9856344994975017,3.0907317319380057,1.386636744155562,8
iPhone XR,9575769,All-in-One Package,2010-03-27,1094.0,-10.404438577744372,317.06511575188404,7.896895024674626,3.4832019186271386,42.71880528185322,0,0.17352317154919117,0.5866573097189831,1,32.66818569428516,2.862939590361959,2.123894128083226,-1.4204444959134774,14
Xiaomi Pocophone F1,9188955,High-End Photography,2017-07-15,1048.0,-102.13056171679835,325.99759273637403,10.722582096949184,3.06600737961511,29.43167614418973,1,0.36703291250336434,5.875113041911801,3,15.386216561672436,1.361532408419627,1.0550588267298628,3.7160877306133284,4
Oppo F11,9403029,High-Performance Smartphone,2014-04-22,898.0,44.97447070638515,225.27795310744796,10.204733902572723,3.3763386737362677,18.208771583566698,2,0.3168049919149291,6.108519331271436,3,17.05672142190537,1.6139208293586684,2.541117402478048,0.6972256404860637,4
Oppo F11,6522,Highly Portable Phone,2019-01-02,876.0,39.15480942448818,291.7731227491123,8.897222719386262,2.2712441383894926,13.864986590150064,0,0.10318278031272463,1.3797881967173737,0,16.047229605272236,3.4533389033553252,2.538423946183932,-1.5938377082113881,8
LG G8 ThinQ,9534777,High-End Photography,2013-10-15,788.0,-14.155184489918497,285.70052786139496,11.450443673187591,1.8250689721143616,33.0088698652055,0,0.6849198000391998,2.561842151044942,7,43.51140081191923,5.481405106232437,3.1059431788343943,-0.058364470919112565,19
Moto G7 Power,9534777,On-the-Go Flagship Phone,2021-03-06,1112.0,-138.76362149861882,322.041780394386,13.588565533882335,3.053373870082665,3.7258481406703474,4,0.6803084880399116,4.8958695292314784,3,26.013142424926052,2.9909612327645023,1.0232508033456456,0.9863733274498796,2
Xiaomi Pocophone F1,9288935,On-the-Go Flagship Phone,2013-12-21,1039.0,-99.13841761704401,266.580737172261,8.612061635213529,3.0293885756787593,12.87312736337638,1,0.16086724650045153,2.265181029051948,2,6.500928599110438,1.7369400966441073,1.8453273570428723,-0.7595789591236167,14
Nokia 8.1,9225232,Powerful Device,2013-01-25,1072.0,-12.367649100846165,271.30168545871845,12.417703317212329,2.2062556873858155,38.084590715109414,1,0.035334536603694705,7.250216379886583,2,27.121063967629286,5.395199418021133,1.7930086931258222,1.417951235519663,15
Galaxy S10+,9225232,Powerful Device,2012-09-14,1179.0,-47.15102670645388,324.6690003581776,10.827012336142632,2.646196834621985,16.462271291419587,0,0.4660884322453839,0.8278782020196332,2,21.910817052442358,4.14455848840739,2.6332283234465708,-0.13148285056245404,7
Pixel 3A XL,6522,High-Performance Smartphone,2017-11-30,1044.0,14.367217342030699,379.93435543516796,6.074701556802132,3.595045103729111,20.338227194950885,0,0.2802456562495792,3.9698585236015727,3,12.132813851984583,-0.4708685663329195,2.8607584463593527,-5.0835983510416085,14
Galaxy S10+,9254999,Camera-Focused Phone,2020-07-26,914.0,-79.88829870082844,288.76712336473935,11.565205693071551,3.556190966753185,0.809703834669244,5,0.33414030859194077,3.7137505178834793,1,36.93916819751412,3.8382045452952136,2.249654742143437,1.293180350637253,17
iPhone XR,9225232,Powerful Device,2013-02-04,1077.0,-124.45429853389021,326.00315228801503,8.59940818021728,2.631022118979956,12.567007358046183,6,0.4525376116738886,0.8600234034894152,1,12.3195639474927,4.902435268242411,2.4504858869045965,2.6133923518197144,14
Moto G7 Power,9403029,On-the-Go Flagship Phone,2020-08-10,1012.0,-94.49526009765958,252.9863442848609,11.332229194189923,1.8527027567990748,7.971807097197438,2,0.0707971164629527,1.3511573655240727,6,21.095627939919126,2.3341898998668444,3.6372446504377645,0.4430006976462264,11
Nokia 8.1,6522,Powerful Device,2023-01-18,1026.0,17.41121859206669,336.93487511379516,9.296386915816052,2.924433767363925,8.671205136978854,2,0.15610628866918638,3.166213182676406,3,17.298374464906512,3.451943177128604,2.2568019830542116,0.4387930900300477,11
Oppo F11,9534777,On-the-Go Flagship Phone,2019-04-21,1154.0,37.5002454828973,338.13507599360753,8.875157681876974,2.510538538224269,13.389574147198871,3,0.5747936810893467,3.533362562384464,2,6.915905562259567,4.110662949063286,0.5502314270514526,-0.17764424835194517,2
Moto G7 Power,9534777,High-End Photography,2013-08-10,1203.0,34.582806079512125,360.32163886195667,9.856385942589219,3.275812557301056,1.2070037490182368,2,0.08081470493449291,2.1053957333642686,5,25.490275764222456,3.7672202763527776,2.086941816423375,-2.106241694647927,15
Pixel 3A XL,9254999,Designed for Gamers,2013-07-08,892.0,151.2535580158601,292.2864863616505,9.404568309104535,2.961703041305971,24.61575222954417,2,0.20984892495551372,5.375557680856866,4,29.026762286384677,2.5707204940139095,1.9776999573264133,0.01943671687116239,8
Lenovo K8 Note,9337623,Next-Gen Specs,2023-02-20,1159.0,-68.44170758221452,295.47231216816726,8.478297063952423,4.16974799197885,13.900326796401137,0,0.17250548881026948,6.6232623464507085,3,30.318370679754345,2.956337865331245,1.3646201974669525,-0.29829960976136183,16
Huawei P30 Pro,9534777,Camera-Focused Phone,2022-05-22,1005.0,88.35213509336995,309.91269219036445,9.844432737503153,3.548862768686531,13.050185103505637,3,0.4528974199459395,1.5416565520566385,2,13.055407002041255,-0.522801955243887,2.266960460880342,-0.482687672854636,5
Lenovo K8 Note,9337623,Designed for Gamers,2012-04-10,1099.0,-9.155849976634386,327.13974805827957,10.524615499913663,3.1670154558638224,8.796413806051198,1,0.13739934419291713,3.9153012824063484,5,12.866593754786162,1.5064092325917482,1.8696128791176578,0.37738683202498796,15
Oppo F11,9254999,High-Performance Smartphone,2018-07-22,1064.0,-86.36101207805484,236.1109969744512,10.648879232311822,3.4539298819806854,32.95253750389006,2,0.6046842625205604,0.4741200456502094,4,24.27313818265411,2.2760271718310694,1.1472162901517,1.3646697260310963,14
Lenovo K8 Note,9288935,Best-Value Option,2013-06-14,906.0,-61.56852791524835,276.46835662984904,9.679130263351821,3.579926316656788,2.359876889653778,2,0.5245916771213857,0.7419624191861356,0,20.280928487407895,4.409447959887084,0.9156827398226908,-0.7219230357642116,7
Pixel 3A XL,9225232,Powerful Device,2021-08-20,825.0,107.61795220078056,272.29207882732976,12.149358631823226,2.5741276345728483,20.63163466316977,4,0.12798876523584035,4.240297194058669,6,26.708506928322183,3.04183265866912,1.789701360230854,6.785711274717665,17
Galaxy S10+,9254999,Camera-Focused Phone,2012-06-01,931.0,-71.5439405989843,349.5383077956908,5.817146065529344,2.2580821413934675,13.85421780094563,1,0.37880140196119505,3.714880200948294,0,38.1187223638975,1.466470325224628,1.4738314139859274,-1.828229435199054,9
Xiaomi Pocophone F1,9288935,High-End Photography,2011-04-19,1021.0,-133.7988892289843,262.110462558212,7.467526973634138,1.911895010867677,19.155649355122936,3,0.20908080368094115,0.9331606258982242,3,16.566064454197992,2.9128389991653445,3.3714502206409076,1.4364392390719227,4
Oppo F11,9188955,Best-Value Option,2018-01-27,975.0,133.31351910418505,228.99950773313037,9.819150846239582,3.0914983863357057,16.142513141360904,0,0.3559335213403337,1.8923950405013292,3,5.326673291011022,2.6027109209960106,2.029356912396338,-1.7655269182992823,2
Lenovo K8 Note,9288935,Highly Portable Phone,2019-04-24,888.0,13.524018688074761,350.51165026098766,13.562964394351365,4.17594730644587,13.215520051649097,2,0.17464448781221772,2.3988911547794336,4,18.588991511899017,1.124427154849934,1.49927935300238,0.47570889615164613,6
Huawei P30 Pro,9575769,Camera-Focused Phone,2015-01-10,510.0,268.34277520876583,183.50703806867676,10.417626949567484,3.719602516104645,8.764587777574425,1,0.6159739228890662,1.2032136817974763,2,27.159514327129898,3.791213999197893,2.911461084129135,3.2899648559527073,9
Moto G7 Power,9254999,High-Performance Smartphone,2012-05-30,981.0,15.41880007351648,310.8868143316368,10.928597595148739,3.676411563038839,3.4752567151197833,8,0.4450802913636253,1.3732361934089334,1,19.967664130452636,3.546887339528362,1.0962993967092751,-0.5863571701074234,15
LG G8 ThinQ,9575769,High-Performance Smartphone,2015-02-05,873.0,-123.49283591061464,283.4684251280953,13.984623798860927,2.734104059702749,8.606462969325195,3,0.543236487650316,6.455115117417483,0,21.95251390247586,2.715978228954728,1.578588060696822,-1.6239861743927466,1
Pixel 3A XL,9475345,Next-Gen Specs,2013-03-26,1136.0,-20.79262365140721,305.6704306655705,7.583116309188741,2.0242312511234353,6.046402729149135,2,0.2592777419459506,3.031810795889725,4,16.134188006056473,2.7925634213390866,1.5899406195940171,-1.5523419199314636,9
Huawei P30 Pro,9475345,All-in-One Package,2013-08-12,982.0,36.26487541007805,282.25023022309335,8.658933907507649,2.5002220949308156,55.46257366876154,3,0.2775114547434705,2.9537616175295986,3,26.987018063695313,3.147119754531737,0.8280593923542064,0.596671044387162,8
Huawei P30 Pro,9403029,High-Performance Smartphone,2014-01-30,736.0,40.76473839952166,240.66800040719414,9.22166028824424,2.7292268707135987,4.053778106185985,2,0.09510133334344098,1.62302069937573,5,21.820880110194796,2.9570868610190426,1.5956539347038152,-3.390158631271007,19
LG G8 ThinQ,9475345,Highly Portable Phone,2021-04-11,1355.0,-171.63639268487697,397.6565095380157,11.624354429525427,2.6827398268564413,49.97636932465867,14,0.3273985184473403,2.813552415540315,4,27.841245212820798,0.8413151170021433,1.9894812269776934,-0.7287599222622646,13
Lenovo K8 Note,9288935,Next-Gen Specs,2017-09-27,1405.0,6.204599618543398,424.81817484251036,7.3304932516744366,4.502377266904862,1.249329104913656,6,0.6135267913414323,0.9394016409509682,3,26.032373879580472,4.469543761437032,2.95422897712567,-0.7166477316462254,11
LG G8 ThinQ,9575769,High-End Photography,2014-01-31,1111.0,-171.3595689243101,295.9180030829841,9.84757102490606,3.2135873869509317,58.883478922194314,3,0.4326736895132434,3.2029754470292495,4,34.40983949560017,2.1201491015594502,1.2130499929532552,-2.1352242500039456,9
iPhone XR,9475345,High-End Photography,2018-03-28,1010.0,76.93519572100683,293.55946262512714,10.417769894703484,3.6133858750049392,3.0245553765637183,1,0.36309574557237434,2.8770527707201774,3,13.441453074471152,3.5071440117084394,1.8536138814532312,-0.3191883981753232,6
Lenovo K8 Note,9534777,Next-Gen Specs,2011-09-08,1023.0,37.99914162932532,307.07454753371337,11.469903803296068,3.128856450634285,53.50809621091688,7,0.3473787685579461,0.33659396286036075,7,30.8281541286834,6.125148770445835,0.842230064061458,1.4292951621264824,2
Xiaomi Pocophone F1,9254999,Next-Gen Specs,2013-11-29,1039.0,76.51845684465081,339.3490535573811,12.043963814631704,2.6804438291750348,7.536165586669079,1,0.31761886989263277,3.0219203981573597,3,34.1534014173452,1.6330152133151434,2.837115760674708,1.5445268233876113,3
Pixel 3A XL,9254999,All-in-One Package,2020-06-29,1010.0,-81.215963406274,291.44613038088113,6.237162276200246,2.2215512546061547,12.905367704154864,1,0.5591398824755149,1.3458158680942631,3,16.26549104382412,1.7898255973397281,2.5993546995764323,-1.7030586690846747,9
Pixel 3A XL,9337623,Powerful Device,2018-12-21,1263.0,-45.07965970917155,298.4628983745618,9.7570211735163,3.814174608541916,34.793289955072225,1,0.16881684274352293,3.1675244650556924,2,19.89535618218538,1.9095929998805599,2.4932627834952594,-3.2827888011092607,5
Pixel 3A XL,9313,Highly Portable Phone,2012-07-04,1357.0,-288.4461541119638,417.4980376116939,10.190969754340308,2.9306588465705206,54.73774420526113,5,0.49770650650193266,0.08951271476920127,1,21.80888876932139,1.641619070716065,2.5911915434917914,1.1455950447456429,1
Huawei P30 Pro,9534777,All-in-One Package,2019-07-03,757.0,183.59223913425637,242.7397752686362,9.49077151903636,2.7523152203175147,16.602027338397406,1,0.27473831334298815,3.235106848258703,0,40.99167683934975,1.120616361220364,2.29372927504005,-0.6552781602992375,13
Moto G7 Power,9575769,Best-Value Option,2015-06-06,1040.0,-175.508910156456,279.98838242633894,9.703337245925926,2.749311407793393,10.435856443094973,3,0.27329940072960107,3.104353813168919,4,30.124195197417137,2.339060456110229,1.8158181618620572,-1.3083083155581468,2
LG G8 ThinQ,9188955,High-End Photography,2012-10-04,1155.0,-237.1172688524772,346.15192129041907,10.725422450252598,3.7097807808466268,68.60441681973222,5,0.3850993915568283,6.9940196623725495,3,39.87549659107344,3.0443582158980336,2.4244080936736845,1.5365967143765813,7
Nokia 8.1,9188955,On-the-Go Flagship Phone,2021-09-22,806.0,132.8400892068422,279.2379804728732,7.2235319614426725,3.5684335005360848,18.6023929898633,4,0.3257222291023462,0.7598505226360386,4,17.224043190999346,5.120270043902316,2.2654005560629242,-0.04738731211128753,4
Galaxy S10+,9403029,Best-Value Option,2020-05-04,1274.0,-106.28929700427,359.7862795510208,8.282343482598192,2.867658115624538,12.098368636804365,2,0.36408191935098577,2.5788773723228,3,11.331895591238556,6.004912131598324,1.5058804354962754,0.2666879754261837,9
Nokia 8.1,9313,Powerful Device,2011-11-27,872.0,175.93067369263827,213.56286514885272,10.275818516958251,3.0983596100621353,27.345264147219197,0,0.5237675821603723,5.407521897726408,3,21.426610361082734,-0.04529698162575002,3.081546375966407,1.3888901096001838,5
Nokia 8.1,9225232,Designed for Gamers,2021-03-26,810.0,217.80793764676332,318.13377076293466,10.784193559971598,2.461858870040079,48.63490723070571,4,0.0443328893700588,2.0218010866667955,2,21.82452362268168,1.547455190960671,2.7131242837833653,3.6735438359682395,13
Huawei P30 Pro,9575769,Next-Gen Specs,2011-07-06,856.0,225.95340548248373,247.78745705679302,5.336576734885225,2.4951200548195476,22.240312045124817,2,0.49465340773683636,0.1484422040319863,4,26.198399660093727,1.8277744282381498,1.5048819003207385,2.1668216533470432,17
Galaxy S10+,9288935,High-Performance Smartphone,2011-03-18,1094.0,-77.80859207085962,338.39046620037254,9.663667273898747,2.5690296640583146,21.341185869081496,3,0.17978260029264886,11.4080823781014,9,16.187976473769417,1.2817949886045978,2.3458286339264722,-0.30090443183524457,6
Xiaomi Pocophone F1,9575769,Camera-Focused Phone,2011-05-06,775.0,8.389919134055276,251.8792650130315,11.56984255932856,3.612024515455115,21.287524109019284,3,0.2812668753135707,1.2138545612536629,8,21.698288274720944,1.820752680932601,2.5381037094869403,-1.8630312784126468,6
Oppo F11,6522,High-Performance Smartphone,2012-11-03,1003.0,38.26692444509024,301.0461680872952,9.919933549961083,2.5817233563219553,13.70172830787757,4,0.3369082460372059,0.2341395724944194,1,16.36658301739048,2.195836725148637,2.385481832284067,-0.5928765413166112,4
Xiaomi Pocophone F1,9254999,On-the-Go Flagship Phone,2022-08-07,1023.0,-29.07795681877036,291.31239784066236,13.12565270674878,3.8415475000316177,2.775044999034555,0,0.3366682146584163,1.947328352525882,0,16.831831307794257,-0.1924925881023145,2.551333476406401,4.817503434113618,19
iPhone XR,9288935,All-in-One Package,2020-08-22,790.0,109.10018008476453,253.75450456241316,9.22972876903849,3.615867523420702,22.176749350651445,2,0.6420683093890526,2.356978046015586,2,16.59586031703642,2.998316929318565,2.4978649408851226,1.3751223491350928,9
LG G8 ThinQ,9313,Best-Value Option,2019-07-30,1004.0,16.63617568288805,284.12416487767473,8.735679650048398,2.43378835196784,22.848906670395735,0,0.36990787106405204,3.276516788940333,2,8.1763056158266,4.985932830314023,2.4860295758207895,-3.0244328124103883,6
Moto G7 Power,9313,Camera-Focused Phone,2015-12-29,1105.0,-207.43215547423637,367.8855040843803,7.850168282905106,2.8998854962590856,12.473722373139529,2,0.003316909805589509,6.0482515344438745,5,11.921760249188482,3.323899012556166,2.2593487499633698,0.29310521551673374,12
Nokia 8.1,9534777,High-Performance Smartphone,2011-10-22,1047.0,-53.0111159881551,319.6773783379799,9.390984215538186,3.301101823539175,50.33394289708734,5,0.727554556202063,2.406510346740861,3,15.60310026181053,-0.3832713560485441,3.7418680538510354,-0.6172149178351021,16
iPhone XR,9225232,Next-Gen Specs,2017-08-09,602.0,147.006779116161,192.0988331484976,10.46843790672931,3.7873668443110624,7.032934408502779,1,0.16144414719599437,1.802558281509988,7,25.550586295898476,5.395649929394347,1.64396823083131,0.033209827232888185,2
Huawei P30 Pro,9225232,Powerful Device,2015-05-28,934.0,136.22196435332967,259.8126116427371,13.214901144237615,2.2711547026587113,5.138093017818561,1,0.1763684765890952,3.4165701807822892,1,45.63649592751174,2.996752120105565,3.711458817851126,0.5466041645821974,4
Galaxy S10+,9288935,Designed for Gamers,2020-10-21,961.0,179.32075113750045,289.9495043505037,8.61449939230991,2.3615890436071636,13.968294942189075,8,0.28028522907968595,0.5984196237926496,3,28.07057022487371,3.33763192715546,1.651728083354971,-0.7192685118954519,4
Moto G7 Power,9288935,All-in-One Package,2010-12-04,942.0,-69.82494449692615,289.39556783424206,7.729624476864883,3.0845425721963666,16.379501662019457,2,0.23729404490360106,5.584342719944577,6,18.21399375489203,2.454008560402563,2.571881455359449,2.576295404041758,19
Nokia 8.1,9188955,High-End Photography,2017-01-22,828.0,76.6201837850416,329.19093505900855,9.051726915079236,4.204310946992685,8.211946503851395,1,0.36953073205334663,4.242982710666817,3,9.225223500467417,3.4755364630085217,2.293935628379432,-0.12128006542305786,6
Nokia 8.1,9288935,Next-Gen Specs,2013-05-23,1413.0,-59.94360572633752,357.73142783001117,9.51731749316142,3.3601071258558997,44.64557209256492,0,0.1702784071996578,1.9794341600629894,6,6.504739580591849,4.964537898435155,3.048694458829342,0.5004251415405361,12
Lenovo K8 Note,9534777,On-the-Go Flagship Phone,2017-02-17,977.0,-119.72563868527845,314.46229328003386,13.646538349534703,5.073355142909345,19.75765257982345,12,0.06529302576971426,3.8947135135246684,1,32.332559249262204,4.499150031792256,1.8827098016061037,0.4095754631015146,4
Nokia 8.1,9313,Designed for Gamers,2020-09-28,962.0,-44.995172660690116,307.9577101889271,14.096546747340373,3.525069003311717,15.615615493660965,4,0.3835809298700743,0.6447038176032598,0,26.91106017065095,5.305533526481159,0.9673316204696626,2.7995757005564883,16
Nokia 8.1,9475345,Best-Value Option,2011-05-22,892.0,-38.87378053405973,266.32003793027394,9.703170596827873,3.5849568110517813,67.79446882009219,0,0.6508323426265211,1.1231952280890203,2,22.517904031269904,1.631225992369386,3.0986107406109635,-2.6253913998370026,2
Xiaomi Pocophone F1,9475345,On-the-Go Flagship Phone,2018-03-22,1199.0,-225.09685604870765,350.97172936047326,10.331456951321341,2.527877436822156,2.245824816957559,0,0.021064290899469023,8.826438227129254,0,28.216700799234445,2.7193642844302226,2.9424940783376172,2.9285809491043318,6
Oppo F11,9475345,Powerful Device,2013-12-21,1276.0,-137.85258392424777,347.37458623880985,9.834858698762897,1.9520884781708698,16.243248559052205,1,0.2544755512215426,0.7942329232066209,6,21.015641032867908,1.2124934746511098,1.9527904940376506,-2.3613357994814606,15
Lenovo K8 Note,9254999,Powerful Device,2015-12-08,945.0,34.72208251374104,285.9116652647663,10.038597240273342,3.182695216302215,28.473230744321484,6,0.08435455637328178,7.058911182907899,3,17.89788298649539,2.3722300310990696,1.7777211137088196,-2.3685139558091812,6
Xiaomi Pocophone F1,9575769,All-in-One Package,2018-10-21,886.0,96.93516963011018,257.69831948757025,10.01404751636074,3.4390366455054093,58.310911135891075,2,0.16941789911650335,1.9448079429582554,1,14.406641531351633,5.3368532020820245,2.9739734481948035,-2.3037024063308027,6
